Score,Text
3.0,Yes it looks good but this one i purchased lost it shine as it may have been a manufacturing default
2.0,Ring is way too small and looks like a toy when putting it on. I would not recommend if you want a nice 1/2 carat ring.
5.0,i bought this ring as a wedding band and i was pleasantly surprised-- it is truly beautiful. it's super sparkley and much less ostentatious than it might appear. it looks perfect with my engagement ring! the only problem is that i have to wait 5 months before i can wear it....
5.0,The best earrings around! A perfect gift that went to my mother who loved them! Check out Gem Avenue for the best jewelry. They rule and if you don't have earrings from Gem Avenue then you're probably not as cool as someone who does.
3.0,"I bought these earrings for myself. When I got them, I was underwhelmed. Not much to them. Great purchase for a juvenile-too small for an adult."
4.0,I have been wearing these earrings since i bought them two years ago. Love them! the clarity was not great but its what i could afford.
1.0,"I know, what do you expect for diamond studs that are so inexpensive, right? Well, I expect them to look like a matched set, no matter how mediocre the quality. One earring was clearly smaller and narrower than the other--more of a rectangle than a square. I have resorted to wearing one in my second hole on one side only, because they look dumb as a pair."
5.0,"They looked just like they did in the add, I would have paid more for the same size at Waslmart and sales tax too."
5.0,"These earrings are great. Well-made (sterling silver), yet inexpensive enough so that I don't worry about losing one. I wear them constantly, in one color or another."
,
5.0,these are great earrings & are a very deep shade of green. look real. a real buy. wonderful vender also
4.0,"I had looked everywhere for SIMPLE &#34;emerald&#34; earrings, and was so happy to find these! I do like them, but they are definitely darker green than the photo, and I wish they matched the photo more closely."
4.0,"This pendant is much prettier in person. It's got a nice polished finish, not satin/matte like in the image. It hangs nicely on the sturdy snake chain. I've already received several compliments on it."
5.0,My wife loved this. It has more shine to it than the picture shows. Not cheaply made and comes in a nice blue jewelry pouch. Give this for Birthday and you're set to buy silver earrings at Christmas!
5.0,"I bought this as a Christmas present for myself. I wore it with red and green tops during the holidays and got a lot of compliments each time. It really is a beautiful, high-quality piece."
5.0,We purchased this for our 10-year old niece last Christmas and she was very happy with it. Very pretty and a nice price.
5.0,"The quality of this piece is really surprising! I purchased this as a gift for a 16-year-old. When I received it, I immediately loved the styling and the chain. I was very pleased to have found such an appropriate, lovely gift at such a great price."
5.0,"The photo of the necklace looked pretty, but I didn't realize it would be so nice! My daughter loved it and I will probably purchase one for myself."
4.0,I used this necklace as a matching piece to my fiance's marquise heavy engagment ring. It is a beautiful contemporary piece of jewelry. It's symmetry and simplicity are hard to find in sea of gawdy overly embellished jewelry pieces. It's a great buy and my fiance loves it.
,This is my first silver necklace. I have had it on since I purchased it and I have received a lot of complements. It is also comfortable to wear.
5.0,I bought this as a gift for my niece. She loved it! It is much shinier than the picture. A great value!
